2000000000,128,17,0
2000000000,128,18,0
2000000000,129,17,0
2000000000,129,18,0
2000000000,130,17,0
2000000000,130,18,0
2000000000,131,17,0
2000000000,131,18,0
2000000000,132,17,0
2000000000,132,18,0
2000000000,133,17,0
2000000000,133,18,0
2000000000,134,17,0
2000000000,134,18,0
2000000000,135,17,0
2000000000,135,18,0
2000010000,128,17,338504
2000010000,128,18,467408
2000010000,129,17,9240
2000010000,129,18,15600
2000010000,130,17,0
2000010000,130,18,0
2000010000,131,17,0
2000010000,131,18,0
2000010000,132,17,0
2000010000,132,18,0
2000010000,133,17,0
2000010000,133,18,0
2000010000,134,17,0
2000010000,134,18,0
2000010000,135,17,0
2000010000,135,18,0
2000020000,128,17,716832
2000020000,128,18,991408
2000020000,129,17,28440
2000020000,129,18,48060
2000020000,130,17,0
2000020000,130,18,0
2000020000,131,17,0
2000020000,131,18,0
2000020000,132,17,0
2000020000,132,18,0
2000020000,133,17,0
2000020000,133,18,0
2000020000,134,17,0
2000020000,134,18,0
2000020000,135,17,0
2000020000,135,18,0
2000030000,128,17,1096208
2000030000,128,18,1515408
2000030000,129,17,47700
2000030000,129,18,80520
2000030000,130,17,0
2000030000,130,18,0
2000030000,131,17,0
2000030000,131,18,0
2000030000,132,17,0
2000030000,132,18,0
2000030000,133,17,0
2000030000,133,18,0
2000030000,134,17,0
2000030000,134,18,0
2000030000,135,17,0
2000030000,135,18,0
2000040000,128,17,1474536
2000040000,128,18,1886400
2000040000,129,17,67380
2000040000,129,18,111660
2000040000,130,17,0
2000040000,130,18,0
2000040000,131,17,0
2000040000,131,18,0
2000040000,132,17,0
2000040000,132,18,0
2000040000,133,17,0
2000040000,133,18,0
2000040000,134,17,0
2000040000,134,18,0
2000040000,135,17,0
2000040000,135,18,0
2000050000,128,17,1853912
2000050000,128,18,1922032
2000050000,129,17,76560
2000050000,129,18,129960
2000050000,130,17,0
2000050000,130,18,0
2000050000,131,17,0
2000050000,131,18,0
2000050000,132,17,0
2000050000,132,18,0
2000050000,133,17,0
2000050000,133,18,0
2000050000,134,17,0
2000050000,134,18,0
2000050000,135,17,0
2000050000,135,18,0
2000060000,128,17,2232240
2000060000,128,18,1951376
2000060000,129,17,84240
2000060000,129,18,145620
2000060000,130,17,0
2000060000,130,18,0
2000060000,131,17,0
2000060000,131,18,0
2000060000,132,17,0
2000060000,132,18,0
2000060000,133,17,0
2000060000,133,18,0
2000060000,134,17,0
2000060000,134,18,0
2000060000,135,17,0
2000060000,135,18,0
2000070000,128,17,2611616
2000070000,128,18,1980720
2000070000,129,17,91980
2000070000,129,18,161340
2000070000,130,17,0
2000070000,130,18,0
2000070000,131,17,0
2000070000,131,18,0
2000070000,132,17,0
2000070000,132,18,0
2000070000,133,17,0
2000070000,133,18,0
2000070000,134,17,0
2000070000,134,18,0
2000070000,135,17,0
2000070000,135,18,0
2000080000,128,17,2989944
2000080000,128,18,2011112
2000080000,129,17,99780
2000080000,129,18,177000
2000080000,130,17,0
2000080000,130,18,0
2000080000,131,17,0
2000080000,131,18,0
2000080000,132,17,0
2000080000,132,18,0
2000080000,133,17,0
2000080000,133,18,0
2000080000,134,17,0
2000080000,134,18,0
2000080000,135,17,0
2000080000,135,18,0
2000090000,128,17,3369320
2000090000,128,18,2040456
2000090000,129,17,107520
2000090000,129,18,192600
2000090000,130,17,0
2000090000,130,18,0
2000090000,131,17,0
2000090000,131,18,0
2000090000,132,17,0
2000090000,132,18,0
2000090000,133,17,0
2000090000,133,18,0
2000090000,134,17,0
2000090000,134,18,0
2000090000,135,17,0
2000090000,135,18,0
2000100000,128,17,3747648
2000100000,128,18,2069800
2000100000,129,17,115200
2000100000,129,18,208260
2000100000,130,17,0
2000100000,130,18,0
2000100000,131,17,0
2000100000,131,18,0
2000100000,132,17,0
2000100000,132,18,0
2000100000,133,17,0
2000100000,133,18,0
2000100000,134,17,0
2000100000,134,18,0
2000100000,135,17,0
2000100000,135,18,0
2000110000,128,17,4127024
2000110000,128,18,2100192
2000110000,129,17,122940
2000110000,129,18,223980
2000110000,130,17,0
2000110000,130,18,0
2000110000,131,17,0
2000110000,131,18,0
2000110000,132,17,0
2000110000,132,18,0
2000110000,133,17,0
2000110000,133,18,0
2000110000,134,17,0
2000110000,134,18,0
2000110000,135,17,0
2000110000,135,18,0
2000120000,128,17,4505352
2000120000,128,18,2130584
2000120000,129,17,130620
2000120000,129,18,239640
2000120000,130,17,0
2000120000,130,18,0
2000120000,131,17,0
2000120000,131,18,0
2000120000,132,17,0
2000120000,132,18,0
2000120000,133,17,0
2000120000,133,18,0
2000120000,134,17,0
2000120000,134,18,0
2000120000,135,17,0
2000120000,135,18,0
2000130000,128,17,4883680
2000130000,128,18,2159928
2000130000,129,17,138360
2000130000,129,18,255300
2000130000,130,17,0
2000130000,130,18,0
2000130000,131,17,0
2000130000,131,18,0
2000130000,132,17,0
2000130000,132,18,0
2000130000,133,17,0
2000130000,133,18,0
2000130000,134,17,0
2000130000,134,18,0
2000130000,135,17,0
2000130000,135,18,0
2000140000,128,17,5263056
2000140000,128,18,2190320
2000140000,129,17,146040
2000140000,129,18,270840
2000140000,130,17,0
2000140000,130,18,0
2000140000,131,17,0
2000140000,131,18,0
2000140000,132,17,0
2000140000,132,18,0
2000140000,133,17,0
2000140000,133,18,0
2000140000,134,17,0
2000140000,134,18,0
2000140000,135,17,0
2000140000,135,18,0
2000150000,128,17,5641384
2000150000,128,18,2219664
2000150000,129,17,153720
2000150000,129,18,286620
2000150000,130,17,0
2000150000,130,18,0
2000150000,131,17,0
2000150000,131,18,0
2000150000,132,17,0
2000150000,132,18,0
2000150000,133,17,0
2000150000,133,18,0
2000150000,134,17,0
2000150000,134,18,0
2000150000,135,17,0
2000150000,135,18,0
2000160000,128,17,6020760
2000160000,128,18,2249008
2000160000,129,17,161460
2000160000,129,18,302220
2000160000,130,17,0
2000160000,130,18,0
2000160000,131,17,0
2000160000,131,18,0
2000160000,132,17,0
2000160000,132,18,0
2000160000,133,17,0
2000160000,133,18,0
2000160000,134,17,0
2000160000,134,18,0
2000160000,135,17,0
2000160000,135,18,0
2000170000,128,17,6399088
2000170000,128,18,2278352
2000170000,129,17,169200
2000170000,129,18,317940
2000170000,130,17,0
2000170000,130,18,0
2000170000,131,17,0
2000170000,131,18,0
2000170000,132,17,0
2000170000,132,18,0
2000170000,133,17,0
2000170000,133,18,0
2000170000,134,17,0
2000170000,134,18,0
2000170000,135,17,0
2000170000,135,18,0
2000180000,128,17,6778464
2000180000,128,18,2307696
2000180000,129,17,177000
2000180000,129,18,333600
2000180000,130,17,0
2000180000,130,18,0
2000180000,131,17,0
2000180000,131,18,0
2000180000,132,17,0
2000180000,132,18,0
2000180000,133,17,0
2000180000,133,18,0
2000180000,134,17,0
2000180000,134,18,0
2000180000,135,17,0
2000180000,135,18,0
2000190000,128,17,7156792
2000190000,128,18,2338088
2000190000,129,17,184680
2000190000,129,18,349380
2000190000,130,17,0
2000190000,130,18,0
2000190000,131,17,0
2000190000,131,18,0
2000190000,132,17,0
2000190000,132,18,0
2000190000,133,17,0
2000190000,133,18,0
2000190000,134,17,0
2000190000,134,18,0
2000190000,135,17,0
2000190000,135,18,0
2000200000,128,17,7536168
2000200000,128,18,2368480
2000200000,129,17,192420
2000200000,129,18,364920
2000200000,130,17,0
2000200000,130,18,0
2000200000,131,17,0
2000200000,131,18,0
2000200000,132,17,0
2000200000,132,18,0
2000200000,133,17,0
2000200000,133,18,0
2000200000,134,17,0
2000200000,134,18,0
2000200000,135,17,0
2000200000,135,18,0
2000210000,128,17,7914496
2000210000,128,18,2397824
2000210000,129,17,200100
2000210000,129,18,380640
2000210000,130,17,0
2000210000,130,18,0
2000210000,131,17,0
2000210000,131,18,0
2000210000,132,17,0
2000210000,132,18,0
2000210000,133,17,0
2000210000,133,18,0
2000210000,134,17,0
2000210000,134,18,0
2000210000,135,17,0
2000210000,135,18,0
2000220000,128,17,8293872
2000220000,128,18,2427168
2000220000,129,17,207840
2000220000,129,18,396240
2000220000,130,17,0
2000220000,130,18,0
2000220000,131,17,0
2000220000,131,18,0
2000220000,132,17,0
2000220000,132,18,0
2000220000,133,17,0
2000220000,133,18,0
2000220000,134,17,0
2000220000,134,18,0
2000220000,135,17,0
2000220000,135,18,0
2000230000,128,17,8672200
2000230000,128,18,2457560
2000230000,129,17,215520
2000230000,129,18,412020
2000230000,130,17,0
2000230000,130,18,0
2000230000,131,17,0
2000230000,131,18,0
2000230000,132,17,0
2000230000,132,18,0
2000230000,133,17,0
2000230000,133,18,0
2000230000,134,17,0
2000230000,134,18,0
2000230000,135,17,0
2000230000,135,18,0
2000240000,128,17,9051576
2000240000,128,18,2486904
2000240000,129,17,223260
2000240000,129,18,427620
2000240000,130,17,0
2000240000,130,18,0
2000240000,131,17,0
2000240000,131,18,0
2000240000,132,17,0
2000240000,132,18,0
2000240000,133,17,0
2000240000,133,18,0
2000240000,134,17,0
2000240000,134,18,0
2000240000,135,17,0
2000240000,135,18,0
2000250000,128,17,9428856
2000250000,128,18,2516248
2000250000,129,17,230940
2000250000,129,18,443280
2000250000,130,17,0
2000250000,130,18,0
2000250000,131,17,0
2000250000,131,18,0
2000250000,132,17,0
2000250000,132,18,0
2000250000,133,17,0
2000250000,133,18,0
2000250000,134,17,0
2000250000,134,18,0
2000250000,135,17,0
2000250000,135,18,0
2000260000,128,17,9808232
2000260000,128,18,2544544
2000260000,129,17,238740
2000260000,129,18,458940
2000260000,130,17,0
2000260000,130,18,0
2000260000,131,17,0
2000260000,131,18,0
2000260000,132,17,0
2000260000,132,18,0
2000260000,133,17,0
2000260000,133,18,0
2000260000,134,17,0
2000260000,134,18,0
2000260000,135,17,0
2000260000,135,18,0
2000270000,128,17,10186560
2000270000,128,18,2574936
2000270000,129,17,246420
